event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
W29-E041,2026-07-15,2026-07-15,China,科技,Technology,,2026年7月14日新闻,2026年7月14日新闻,sjzlq.gov.cn,Web,https://sjzlq.gov.cn/columns/72d3f19d-42ba-4e4a-8525-200bcbf1dfef/202607/15/bb65cba2-6c52-4414-a4bc-3e8c6dc9398b.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E042,2026-07-13,2026-07-13,China,科技,Technology,,中国民航报电子报,[中国民航报]2026.07.13第001版,epaper.caacmedia.cn:81,Web,http://epaper.caacmedia.cn:81/outline?page=1&ChannelID=22000&randno=27472&templet=&resultid=24758,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E043,2026-07-14,2026-07-14,China,科技,Technology,,张家港新闻2026年7月13日 - 张家港市人民政府,张家港新闻2026年7月13日,www.zjg.gov.cn,Web,http://www.zjg.gov.cn/zjg/spxw/202607/d84b3e8fe81e4714a50e34db5faf2e53.shtml,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E044,2026-07-14,2026-07-14,China,科技,Technology,,视频新闻2026年7月13日(1),视频新闻2026年7月13日(1),cmc.gov.cn,Web,https://cmc.gov.cn/xwzx/spxw/art/2026/art_7e6c54edfb72456394bc5dde27065a53.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E045,2026-07-17,2026-07-17,China,融资,commercial_space,,航天发展:公司于2026年7月15日在巨潮资讯网披露了《公司2026年半年度业绩预告》_股票频道_证券之星,"证券之星消息,航天发展(000547)07月16日在投资者关系平台上答复投资者关心的问题。投资者提问:什么时候发布中报业绩预告航天发展回复:投资者您好!公司于2026年7月15日在巨潮资讯网披露了《公司2026年半年度业绩预告》。感谢您的关注。本文数据来源于深圳证券交易所互动易,仅供参考不构成投资建议。责任编辑:刘浩然",stock.stockstar.com,Web,https://stock.stockstar.com/RB2026071700042234.shtml,Watch,,4,3,4,3.70,C,编辑降级：行情/趋势/预告或非原子事件,Database_Only,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E046,2026-07-14,2026-07-14,China,科技,Technology,,2026年07月13日荣昌新闻-荣昌网络广播电视台,2026年07月13日荣昌新闻,rongchang.cbg.cn,Web,https://rongchang.cbg.cn/a/4881/20260713/3b392d5ce3d44fa29e46136489f968d9.html,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E047,2026-07-15,2026-07-15,China,科技,Technology,,2026年7月13日《西乡新闻》 - 西乡县人民政府,2026年7月13日《西乡新闻》,www.snxx.gov.cn,Web,https://www.snxx.gov.cn/xxxzf/xxxwzx/spxw/202607/2360c4b650824f5c9a28f174c2140813.shtml,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E048,2026-07-13,2026-07-13,China,科技,Technology,,2026-07-13 新闻早报_行业资讯_资讯_航天新域,"热点资讯SpaceX宣布星舰第13次综合飞行测试最早于7月17日发射,将首次部署20颗星链V3卫星,B20助推器和S40飞船均已完成静态点火测试。7月10日长征十号乙于海南完成首飞,实现国内火箭一子级可控回收与全球首创海上网系回收,作为我国首型回收复用火箭,将大幅降低星座组网发射成本。国内资讯企业资讯五一视界与环天智慧达成空天战略合作,联合研制光学卫星",www.spacenew.cn,Web,http://www.spacenew.cn/news/show-87752.html,Watch,,4,5,4,4.30,B,编辑降级：行情/趋势/预告或非原子事件,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E049,2026-07-14,2026-07-14,China,科技,Technology,,东方空间引力一号火箭将于7月22日执行海上卫星发射任务-上海证券报·中国证券网,"东方空间引力一号火箭将于7月22日执行海上卫星发射任务凡本报注明“来源:上海证券报”、“来源:上海证券报·中国证券网”和“来源:上海证券报微信公众号”的所有原创作品,著作权均属于本报所有。未经本报书面授权,任何组织不得以任何方式加以使用,包括转载、摘编、复制或建立镜像,本报保留追责的权利。如需获得授权请联系本报版权运营中心:021-38967792,bq@cnstock.com。",www.cnstock.com,Web,https://www.cnstock.com/commonDetail/743736,S_Core,,4,3,4,3.70,A,中圈载体,Yes,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E050,2026-07-17,2026-07-17,China,科技,Technology,,火箭回收破局 商业航天将聚焦卫星质量与管理__经济网_国家一类新闻网站,"2026年的夏天,中国商业航天行业正沉浸在一股振奋的情绪之中,可回收火箭技术的突破,让业界对“航班化发射”时代的到来充满期待。然而,卫星规划数量与火箭运力之间仍存在显著缺口。蓝箭航天副总裁刘建在2026空天信息大会暨中科星图生态合伙人大会上表示,国内近十年需完成6万颗低轨卫星发射,“这个数量实现起来仍有压力”。“星多箭少”迎来转机刘建表示,按目前中国商业火箭的能力现状,一次发射任务最多实现30颗-36颗卫星的发射需求。考虑国内两大低轨星座——星网及垣信星座的占比,其他卫星单次发射需求远小于30颗,按单发火箭发射20颗卫星计算,十年间需要完成3000发火箭发射,年均300发,没有稳定高频次的火箭发射几乎不可能实现。7月10日,长征十号乙运载火箭在海南商业航天发射场发射升空,一子级在火箭一二级分离约6分钟后垂直返回,成为我国首次成功的运载火箭一子级可控回收。2026空天信息大会暨中科星图生态合伙人大会上,多位行业人士在发言中提及对可回收火箭技术成熟后的积极展望。大运力可重复使用运载火箭技术的突破,能够有效降低单位载荷发射成本,让卫星大规模组网降本增效。火箭箭体和推进系统约占火箭成本的60%至80%,据中金公司研报测算,以马斯克旗下猎鹰9号为例,在火箭十次复用情况下,发射成本可降至2000美元/千克。国家队取得突破的同时,民营火箭企业也在加速追赶。6月29日,蓝箭航天朱雀三号重复使用遥二运载火箭在东风商业航天创新试验区顺利完成静态点火试验,发射前各项关键地面验证工作已全部完成。星河动力航天自主研制的苍穹-50可重复使用液氧/煤油发动机已累计完成57台次热试车,以该发动机为主动力系统的智神星一号也将于近期首飞并逐步开启回收验证。此外,中科宇航、深蓝航天、星际荣耀等企业的可回收火箭发射也在持续推进中。提质增效强管控可回收火箭解决的是“上天”的成本问题,但这并非商业航天的终点,而是规",www.ceweekly.cn,Web,https://www.ceweekly.cn/economic/industry/2026/0717/497440.html,Watch,,4,5,4,4.30,B,编辑降级：评论或常规调研动态，不作为S/A重点,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E051,2026-07-14,2026-07-14,China,科技,Technology,,今晚报数字报-嫦娥七号下半年择机发射,据新华社北京7月13日电(记者,jinwanbaoepaper.enorth.com.cn,Web,http://jinwanbaoepaper.enorth.com.cn/jwb/html/2026-07/14/content_87650_3635128.htm,Watch,,4,3,4,3.70,B,编辑降级：保留国家航天局原始消息,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E052,2026-07-15,2026-07-15,China,融资,commercial_space,,星舰即将搭载新一代StarlinkV3进入太空|航天早参_腾讯新闻,"每经编辑:赵云截至7月14日收盘,市场探底回升,三大指数集体收涨。航天ETF(159267)成交额超2亿。成分股中,长盈通上涨1.85%、中航西飞上涨0.15%、光启技术下跌2.28%。消息面上,近日,SpaceX宣布,其新一代重型运载火箭“星舰”(Starship)第13次综合飞行测试最早将于当地时间7月16日(本周四)进行,发射窗口长达90分钟,将于美国中部时间下午5:45开启。此次试飞的最大看点,是星舰将首次搭载并部署20颗新一代StarlinkV3卫星进入太空,标志着星舰正式从技术验证迈向商业载荷部署新阶段。研究机构表示,我国首次成功实施运载火箭一子级可控回收,标志着我国在航天领域取得重大突破,这将加速国内星座部署和太空算力发展,同时缓解全球AI大模型带来的数据中心电力缺口问题。太空光伏和高频发射平台建设有望率先受益,推动航天产业链加速发展。(声明:以上信息仅供参考,不构成投资建议。入市有风险,投资需谨慎。)每日经济新闻",news.qq.com,Web,https://news.qq.com/rain/a/20260715A035DB00,Watch,,5,5,4,4.80,B,编辑降级：行情/趋势/预告或非原子事件,Database_Only,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E053,2026-07-16,2026-07-16,China,科技,Technology,,IFT-13预告_腾讯新闻,"2026年7月16日,阿波罗11号启程57周年纪念日,SpaceX星舰第13次综合飞行测试(IFT-13)蓄势待发。这是硬核工程向完全可复用迈进的关键一步。发射窗口:美中/当地时间7月16日下午5:45(北京时间7月17日6:45)开始,90分钟窗口。星舰基地2号发射台升空,第二艘V3构型:超重型助推器B20",news.qq.com,Web,https://news.qq.com/rain/a/20260716A0CN6Q00,Watch,,4,3,4,3.70,B,编辑降级：行情/趋势/预告或非原子事件,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E054,2026-07-17,2026-07-17,China,科技,Technology,,创业板指数(2026年07月13日-2026年07月17日),创业板指数(2026年07月13日-2026年07月17日),www.cei.cn,Web,https://www.cei.cn//defaultsite/s/article/2026/07/17/4b4ff607-9d914745-019f-6f005056-626a_home.html?referCode=jrzscy&columnId=4028c7ca-37115425-0137-1156d615-0561,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E055,2026-07-13,2026-07-13,China,科技,Technology,,"长五遥十四火箭运抵文昌,将执行嫦娥七号任务--中原网--国家一类新闻网站--中原地区最大的新闻门户网站","据中国载人航天工程办公室消息,2026年7月13日,将执行嫦娥七号任务的长征五号遥十四运载火箭安全运抵文昌航天发射场。后续,该火箭将与先期运抵的嫦娥七号探测器一起开展发射场区总装和测试工作。目前,发射场区各参试系统正在按计划开展嫦娥七号任务准备工作。",news.zynews.cn,Web,https://news.zynews.cn/yaowen/2026/07/13/200910.html,Watch,,4,4,4,4.00,B,编辑降级：保留国家航天局原始消息,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E056,2026-07-14,2026-07-14,China,科技,Technology,,2026年7月14日明光新闻_明光市人民政府,2026年7月14日明光新闻,www.mingguang.gov.cn,Web,https://www.mingguang.gov.cn/zwdt/spxw/278429771.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E057,2026-07-17,2026-07-17,China,科技,Technology,,2026年7月17日明光新闻_明光市人民政府,2026年7月17日明光新闻,www.mingguang.gov.cn,Web,https://www.mingguang.gov.cn/zwdt/spxw/278429930.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E058,2026-07-15,2026-07-15,China,科技,Technology,,2026年07月14日荣昌新闻-荣昌网络广播电视台,2026年07月14日荣昌新闻,rongchang.cbg.cn,Web,https://rongchang.cbg.cn/a/4881/20260714/5d4486789c10435aadb9bf87db0525c5.html,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E059,2026-07-15,2026-07-15,China,融资,commercial_space,,"长光卫星融资后估值230亿元,预计2027年IPO_腾讯新闻","“吉林一号”是全球最大的亚米级商业遥感卫星星座。本文为IPO早知道原创作者|SY据IPO早知道消息,长光卫星近期完成新一轮50亿元规模的融资。按照投前180亿元的估值计算,长光卫星的投后估值约为230亿元。本轮融资由长发集团、陆石投资联合领投,诚通基金、东方资产等知名投资机构积极参与,海通创新、深创投等老股东持续跟投。长光卫星的上一轮融资于2020年11月完成。当时,该公司宣布完成24.64亿元融资,投后估值为94.64亿元。如果按照230亿元的投后估值计算,此轮融资相比上轮估值增长了143%。据了解,长光卫星计划于2027年登陆科创板。该公司于2022年1月完成股改,曾在2024年12月主动撤回科创板上市申请,之后在2026年年初宣布重启IPO。根据长光卫星介绍,此次募集的资金将投向三大核心方向:一是加速卫星批产能力建设,提升规模化制造效率;二是持续推进“吉林一号”卫星工程组网,夯实高分辨数据获取能力;三是深化遥感数据应用开发,拓展多行业场景化解决方案。长光卫星表示,本轮融资的落地,将有力推动遥感应用从广度覆盖向深度落地迈进,加速打通“数据获取—智能处理—行业赋能”的价值链条,为深度构建商业航天产业闭环筑牢根基。长光卫星成立于2014年,是中国首家集卫星研发制造、运营管理与遥感信息服务于一体的全产业链商业航天企业。公司最早由吉林省政府、中科院长春光机所、社会资本以及技术骨干出资,总注册资金19.7亿元。产能方面,长光卫星的航天信息产业园一期设计产能可满足年产1000颗遥感卫星及1000颗通信卫星的需求;产业园二期的数据中心具备1400PB数据存储能力。目前,公司实际已具备年产超过200颗遥感卫星和200颗通信卫星的能力。长光卫星建设的“吉林一号”星座目前已初具规模,是全国最大、同时也是全球最大的亚米级商业遥感卫星星座。截至目前,企业已顺利完成30次卫星发射任务,累计将16",news.qq.com,Web,https://news.qq.com/rain/a/20260715A04FNQ00,Watch,,4,4,4,4.00,A,中圈载体,Yes,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E060,2026-07-13,2026-07-13,China,科技,Technology,,2026年7月13日《常平新闻》,2026年7月13日《常平新闻》,webzdg.sun0769.com,Web,https://webzdg.sun0769.com/web/news/content/854282?share=1,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E061,2026-07-13,2026-07-13,China,科技,Technology,,2026年07月13日《安庆新闻》,2026年07月13日《安庆新闻》作者:,www.aqnews.com.cn,Web,http://www.aqnews.com.cn/2026/07/13/99846035.html,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E062,2026-07-14,2026-07-14,China,政策,Policy,,2026航天级FPGA行业发展现状与未来趋势_中研普华_中研网,"航天级FPGA已形成配套完整、需求刚性的专业化细分市场,是高端航天电子产业的核心细分赛道。从供给端来看,该行业技术壁垒和认证门槛极高,对芯片设计、加固工艺、可靠性测试、航天资质认证有着严苛标准,行业准入门槛远高于普通芯片领域,长期以来形成了专业化、精细化的供给格局,优质产能和成熟技术资源高度集中。航天级FPGA行业发展现状与未来趋势航天级FPGA行业是一个典型的“小而精、专而强”的专业化细分市场。与消费电子或工业级FPGA不同,航天级产品必须经受高能粒子辐射、极端温度波动(-55°C至+125°C)和真空环境的严峻考验,其设计、工艺、测试与认证标准远高于普通芯片领域。中研普华研究院撰写的《2026年全球航天级FPGA行业市场规模、领先企业国内外市场份额及排名》显示:航天级FPGA行业正站在从“传统刚需”向“规模化增量”跃迁的关键节点——全球商业航天的大爆发、航天装备智能化升级的纵深推进,以及核心元器件自主可控的国家战略需求,正共同驱动这一高门槛赛道进入价值重估与快速扩张的新周期。一、市场发展现状全球航天级FPGA市场已形成可观的规模体量。据行业研究机构统计,2024年全球抗辐射加固FPGA市场估值约在4.65亿至8.6亿美元区间,预计到2030年前后有望突破百亿元人民币量级。从增长动能来看,市场正在从过去“缓慢增长、稳定配套”的传统模式,向“技术迭代加速、应用场景拓宽、适配性持续优化”的快速扩张通道切换。从竞争格局来看,全球市场呈现典型的“寡头主导、高度集中”特征。AMD(赛灵思)、Microchip",www.chinairn.com,Web,https://www.chinairn.com/scfx/20260714/175142750.shtml,Watch,,4,5,3,4.10,B,编辑降级：行情/趋势/预告或非原子事件,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E063,2026-07-15,2026-07-15,China,科技,Technology,,紫光国微:公司在宇航应用领域已推出了宇航用FPGA等多款产品_腾讯新闻,"每经AI快讯,紫光国微7月15日在互动平台表示,公司在宇航应用领域已推出了宇航用FPGA、回读刷新芯片、存储器、总线接口等多款产品,具备完整的宇航用系统解决方案,已得到核心用户应用,公司在持续地推广应用。每日经济新闻",news.qq.com,Web,https://news.qq.com/rain/a/20260715A0ASYS00,Watch,,2,3,3,2.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E064,2026-07-13,2026-07-13,China,科技,Technology,,英特尔推出太空级Starfire芯片 专为极端环境打造并计划2026年出样。_热点播报_太平洋科技资讯中心,英特尔推出太空级Starfire芯片,news.pconline.com.cn,Web,https://news.pconline.com.cn/2178/21786140.html,Watch,,2,3,3,2.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E065,2026-07-15,2026-07-15,China,科技,Technology,,仕佳光子:拟定增募资不超过28亿元 用于高速AWG芯片及光互连组件产能建设项目等-上海证券报·中国证券网,仕佳光子:拟定增募资不超过28亿元,www.cnstock.com,Web,https://www.cnstock.com/commonDetail/745603,S_Core,,2,4,3,2.80,B,外圈对照,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E066,2026-07-16,2026-07-16,China,科技,Technology,,紫光国微:已推出多款宇航用产品并得到核心用户应用-顶端新闻,"7月15日,紫光国微在互动平台表示,公司在宇航应用领域已推出了宇航用FPGA、回读刷新芯片、存储器、总线接口等多款产品,具备完整的宇航用系统解决方案,已得到核心用户应用,公司在持续的推广应用。",www.topnews.cn,Web,https://www.topnews.cn/news/145ED6E741BF4576,Watch,,2,3,3,2.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E067,2026-07-15,2026-07-15,China,融资,semiconductor,,仕佳光子定增募资不超28亿元 投建高速AWG芯片及光互连组件产能建设等项目,"7月15日晚间仕佳光子(688313)公告,公司拟定增募资不超28亿元,扣除发行费用后拟用于高速AWG芯片及光互连组件产能建设项目、连续波(CW)激光器芯片及COC产业化项目、高密度光互连器件(MPO/MMC)产能扩建项目并补充流动资金。据披露,高速AWG芯片及光互连组件产能建设项目建设周期为3年,项目总投资7.69亿元,投资内容包括场地投入、设备购置及安装、基本预备费、铺底流动资金等。项目主要用于提升公司高速AWG芯片及光互连组件的生产制造、封装耦合、检测筛选及可靠性验证能力。仕佳光子表示,公司目前高速AWG芯片及光互连组件产能利用率处于较高水平,现有产能已难以完全满足下游客户持续增长的交付需求。公司晶圆芯片、AWG芯片及MT-FA组件等产品的生产涉及芯片加工、精密装配、光学耦合、封装测试、可靠性验证等多个环节,产能释放不仅受设备数量制约,也受关键工序节拍、测试筛选能力、良率水平和人员组织能力影响。随着产能趋紧,部分产品交付周期有所延长,对公司进一步承接客户订单和拓展市场份额形成一定制约。本项目实施后,公司将通过新增生产、封装、测试及可靠性验证等关键环节能力,提升重点无源产品的规模化制造能力和批量交付能力,缓解现有产能瓶颈,保障客户订单稳定交付,并为公司进一步扩大高端无源产品市场份额、提升经营规模和盈利能力提供重要支撑。连续波(CW)激光器芯片及COC产业化项目建设周期为3年,总投资金额14.56亿元,投资内容涵盖场地投入、设备购置及安装、基本预备费、铺底流动资金等。项目建成后,将提升公司100mW",stcn.com,Web,https://stcn.com/article/detail/4021758.html,S_Core,,2,4,3,2.80,B,外圈对照,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E068,2026-07-14,2026-07-14,China,科技,Technology,,激光辐照加热系统项目竞选结果公告-航空学院,激光辐照加热系统项目竞选结果公告,hangkong.nwpu.edu.cn,Web,https://hangkong.nwpu.edu.cn/info/1020/54294.htm,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E069,2026-07-13,2026-07-13,China,融资,semiconductor,,"芯片ETF易方达融资净买入772.79万元,居可比基金前2_腾讯新闻","2026年7月10日,芯片ETF易方达(516350.SH)收跌6.20%,成交4.42亿元。获融资买入2066.75万元,融资偿还1293.96万元,融资净买入772.79万元,居可比基金前2。(数据来源:Wind)",news.qq.com,Web,https://news.qq.com/rain/a/20260713A03D8G00,Watch,,2,4,4,3.00,C,编辑降级：行情/趋势/预告或非原子事件,Database_Only,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E070,2026-07-15,2026-07-15,China,科技,Technology,,2026星间激光通信行业发展现状与产业链分析_中研普华_中研网,"星间激光通信是以红外激光为信号载波,在卫星之间构建真空高速传输链路的空间光通信产业体系,区别于传统射频微波星间通信,依靠高精度捕获、跟踪、瞄准ATP系统实现同轨、跨轨、高低轨航天器之间大容量数据互通。是空天地一体化信息网络的关键底层支撑,属于十五五商业航天与空间信息基础设施重点攻坚赛道。星间激光通信行业发展现状与产业链分析一、引言星间激光通信,这个曾经只存在于航天实验室中的前沿概念,正以前所未有的速度从技术验证的象牙塔迈入规模化组网的产业主战场。中研普华研究院撰写的《2026-2030年中国星间激光通信行业深度研究及未来发展前景研判报告》显示:当前行业的核心叙事在于:低轨巨型星座的规模化组网已将星间激光链路从“选配”升级为“标配”,行业正从技术试点全面迈入产业化成熟的关键窗口期。理解这场变革的深度与广度,是把握星间激光通信行业市场规模与发展走向的基本前提。二、市场发展现状2.1",www.chinairn.com,Web,https://www.chinairn.com/scfx/20260715/171017109.shtml,Watch,,4,3,3,3.50,B,编辑降级：行情/趋势/预告或非原子事件,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E071,2026-07-16,2026-07-16,China,科技,Technology,,星间激光通信研究报告_2026-2030年中国星间激光通信行业深度研究及发展前景研判报告_中国行业研究网,﻿,www.chinairn.com,Web,https://www.chinairn.com/report/20260716/170907250.html,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E072,2026-07-13,2026-07-13,China,科技,Technology,,2026年7月13日航道水情通报-水运频道,2026年7月13日航道水情通报,jtt.hunan.gov.cn,Web,http://jtt.hunan.gov.cn/jtt/hnsy/syfw/sqtb/202607/t20260713_34024957.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E073,2026-07-17,2026-07-17,China,科技,Technology,,深证成分指数(2026年07月13日-2026年07月17日),深证成分指数(2026年07月13日-2026年07月17日),www.cei.cn,Web,https://www.cei.cn//defaultsite/s/article/2026/07/17/4b4ff607-9d914745-019f-6eff65db-6267_home.html?referCode=jrzsszc&columnId=4028c7ca-37115425-0137-1156d6ff-0567,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E074,2026-07-14,2026-07-14,China,科技,Technology,,2026年7月14日航道水情通报-水运频道,2026年7月14日航道水情通报,jtt.hunan.gov.cn,Web,http://jtt.hunan.gov.cn/jtt/hnsy/syfw/sqtb/202607/t20260714_34026008.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E075,2026-07-13,2026-07-13,China,科技,Technology,,7-14预测_潘123_淘股吧,添加图片,www.tgb.cn,Web,https://www.tgb.cn/a/2toNpU5VtXA,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E076,2026-07-13,2026-07-13,China,科技,Technology,,"2026年7月13日,收盘数据~ - 今日头条","动感日常分享多种运动项目与日常锻炼内容,记录运动过程、训练感悟与健身干货,倡导健康生活方式,收获活力与自信。关注",www.toutiao.com,Web,https://www.toutiao.com/article/7661920869421187590/,Watch,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
